Id,IsDeleted,CaseNumber,ContactId,AccountId,EntitlementId,SourceId,BusinessHoursId,ParentId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,RecordTypeId,Status,Reason,Origin,Language,Subject,Priority,Description,IsClosed,ClosedDate,IsEscalated,HasCommentsUnreadByOwner,HasSelfServiceComments,OwnerId,SlaStartDate,SlaExitDate,IsStopped,StopStartDate,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,ContactPhone,ContactMobile,ContactEmail,ContactFax,MayEdit,IsLocked,LastViewedDate,LastReferencedDate,DB_Case_Duration_Hours__c,DB_Hours__c,DateTime_Closed_c__c,DateTime_Opened_c__c,external_id__c,Source__c,Indicator__c,Duration__c,Payment_Billing__c,Last_Payment__c
5008c00001IXipIAAT,,00001051,0038c00002jgbE2AAI,0018c00002GzxPsAAJ,,,01m8c000001II9NAAW,,,,,,Billing Issue,0128c000002iLr9AAE,Escalated,New problem,Phone,,Where do I send my check?,Low,What's your Billing Issue department's address?,,,,,,00G8c000007zEblEAE,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(692) 555-0100,(692) 555-0188,contact+davidharris@sdo.mygbiz.com,(692) 555-0199,1,,,,,-1,,2021-07-24T13:07:21.000+0000,,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Escalated.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",2032.66,,
5008c00001IXipJAAT,,00001052,0038c00002jgbDIAAY,0018c00002GzxQ7AAJ,,,01m8c000001II9NAAW,,,,,,Billing Issue,0128c000002iLrJAAU,Closed,Problem Resolved,Email,,Billing Issue address,High,I need to update my Billing Issue address.,1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(258) 555-0100,(258) 555-0188,contact+ronadkins@sdo.mygbiz.com,(258) 555-0199,1,,,,35,-75,2021-07-22T22:07:21.000+0000,2021-07-21T11:07:21.000+0000,,"<img src=""/resource/Case_Source/email_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",11.67,,
5008c00001IXipKAAT,,00001053,0038c00002jgbDeAAI,0018c00002GzxPSAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrJAAU,Closed,Problem Resolved,Portal,,Where is my password stored and how do I change it?,Critical,"My co-worker saw me type in my password. I want to change it, but I can't find where. Can you help?",1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(624) 555-0100,(624) 555-0188,contact+sandyknudson@sdo.mygbiz.com,(624) 555-0199,1,,,,20,-120,2021-07-20T10:07:21.000+0000,2021-07-19T14:07:21.000+0000,,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",6.67,,
5008c00001IXipLAAT,,00001054,0038c00002jgbCtAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrJAAU,Closed - First Call,Problem Resolved,Phone,,Where's my password stored?,Low,Any ideas would be appreciated.,1,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(631) 555-0100,(631) 555-0188,contact+stevemcdonald@sdo.mygbiz.com,(631) 555-0199,1,,,,0,-350,2021-07-10T00:07:21.000+0000,2021-07-10T00:07:21.000+0000,Case.009,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",0,,
5008c00001IXipMAAT,,00001055,0038c00002jgbCrAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrJAAU,Waiting on customer,,Email,,Having trouble upgrading to the latest version,Low,Trying to update software patch,,,,,,00G8c000007zEbmEAE,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(747) 555-0100,(747) 555-0188,markmetz@mailinator.com,(747) 555-0199,1,,,,,-99,,2021-07-20T11:07:21.000+0000,Case.010,"<img src=""/resource/Case_Source/email_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",2065.33,,
5008c00001IXipNAAT,,00001056,0038c00002jgbE3AAI,0018c00002GzxPeAAJ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrJAAU,Working,,Website,,Issues upgrading to latest version,Medium,Trying to update software patch,,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(446) 555-0100,(446) 555-0188,contact+larrykuchenreuther@sdo.mygbiz.com,(446) 555-0199,1,,,,,-45,,2021-07-22T17:07:21.000+0000,,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",2047.33,,
5008c00001IXipGAAT,,00001049,0038c00002jgbCjAAI,0018c00002GzxPAAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Closed,,Phone,,When will the Soundcore Processor support RCA Outputs?,Low,Would love this feature,1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(422) 555-0100,(422) 555-0188,contact+bhodges@sdo.mygbiz.com,(422) 555-0199,1,,,,25,-300,2021-07-13T03:07:21.000+0000,2021-07-12T02:07:21.000+0000,Case.002,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",8.33,,
5008c00001IXipOAAT,,00001057,0038c00002jgbCrAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,Billing Issue,0128c000002iLrJAAU,Closed,Mail delivery issue,Twitter,,How much do I owe on my bill?,Medium,I can't find my last billing statement and am unsure how much my bill should be this month.,1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(747) 555-0100,(747) 555-0188,markmetz@mailinator.com,(747) 555-0199,1,,,,60,-700,2021-06-27T22:07:21.000+0000,2021-06-25T10:07:21.000+0000,Case.004,"<img src=""/resource/Case_Source/twitter_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",20,,
5008c00001IXipPAAT,,00001058,0038c00002jgbCpAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,Billing Issue,0128c000002iLrJAAU,Closed - First Call,Problem Resolved,Twitter,,Current Balance,Low,Unsure how much I owe this month.,1,,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(879) 555-0100,(879) 555-0188,contact+almiller@sdo.mygbiz.com,(879) 555-0199,1,,,,0,-500,2021-07-03T18:07:21.000+0000,2021-07-03T18:07:21.000+0000,Case.011,"<img src=""/resource/Case_Source/twitter_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",0,,
5008c00001IXipQAAT,,00001059,0038c00002jgbD2AAI,0018c00002GzxPfAAJ,,,01m8c000001II9NAAW,,,,,,Billing Issue,0128c000002iLrJAAU,Working,New problem,Phone,,Question about my last billing statement,Low,My balance isn't correct on my last billing statement. I believe I was overcharged on my last bill by 15%. Who do I talk to about being overcharged?,,,,,,0058c00000BxzHlAAJ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(390) 555-0100,(390) 555-0188,contact+susanjohanson@sdo.mygbiz.com,(390) 555-0199,1,,,,,-38,,2021-07-23T00:07:21.000+0000,,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",2044.99,,
5008c00001IXipRAAT,,00001060,0038c00002jgbD0AAI,0018c00002GzxPlAAJ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrJAAU,Closed,Problem Resolved,Phone,,Password reset issue,Low,Can you reset my password please?,1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(904) 555-0100,(904) 555-0188,contact+lisajones@sdo.mygbiz.com,(904) 555-0199,1,,,,15,-30,2021-07-23T23:07:21.000+0000,2021-07-23T08:07:21.000+0000,,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",5,,
5008c00001IXipSAAT,,00001061,0038c00002jgbD3AAI,0018c00002GzxQ9AAJ,,,01m8c000001II9NAAW,,,,,,Technical Issue - Advanced,0128c000002iLrJAAU,Closed,Problem Resolved,Email,,More customization features,Low,These features would help me meet my complex business needs.,1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(867) 555-0100,(867) 555-0188,contact+billblau@sdo.mygbiz.com,(867) 555-0199,1,,,,8,-8,2021-07-24T14:07:21.000+0000,2021-07-24T06:07:21.000+0000,,"<img src=""/resource/Case_Source/email_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",2.67,,
5008c00001IXipTAAT,,00001062,0038c00002jgbD1AAI,0018c00002GzxPxAAJ,,,01m8c000001II9NAAW,,,,,,Technical Issue - Advanced,0128c000002iLrJAAU,New,Feature Request,Website,,More demos on website,Low,I wish your website had more interactive demos. I'm kind of a slow learner.,,,,,,0058c00000BxzHlAAJ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(487) 555-0100,(487) 555-0188,contact+jeffblay@sdo.mygbiz.com,(487) 555-0199,1,,,,9,-9,2021-07-24T14:07:21.000+0000,2021-07-24T05:07:21.000+0000,,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",3,,
5008c00001IXipUAAT,,00001063,0038c00002jgbD8AAI,0018c00002GzxPQAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue - Advanced,0128c000002iLrJAAU,New,Feature Request,Phone,,Can your next version include more customization features?,Low,I think making your product more flexible would show tremendous value.,,,,,,00G8c000007zEbnEAE,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(655) 555-0197,(655) 555-0144,abowden@example.com,(655) 555-0182,1,,,,2,-2,2021-07-24T14:07:21.000+0000,2021-07-24T12:07:21.000+0000,,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",0.67,,
5008c00001IXipVAAT,,00001064,0038c00002jgbCtAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,Installation,0128c000002iLrJAAU,Closed,Problem Resolved,Phone,,Can't find proper instructions,High,There were no instructions in my box,1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(631) 555-0100,(631) 555-0188,contact+stevemcdonald@sdo.mygbiz.com,(631) 555-0199,1,,,,160,-160,2021-07-24T14:07:21.000+0000,2021-07-17T22:07:21.000+0000,Case.006,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",53.33,,
5008c00001IXipWAAT,,00001065,0038c00002jgbCnAAI,0018c00002GzxPAAAZ,,,01m8c000001II9NAAW,,,,,,Installation,0128c000002iLrJAAU,Working,Problem Resolved,Email,,Need Password Help,Medium,The reset password link doesn't work,,,,,,00G8c000007zEbnEAE,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(769) 555-0197,,mk@mailinator.com,(769) 555-0182,1,,,,,,,,,"<img src=""/resource/Case_Source/email_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001IXipXAAT,,00001066,0038c00002jgbCwAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,Installation,0128c000002iLrJAAU,Working,Problem Resolved,Email,,Noticed that Noise Canceling doesn't last long on batteries,Critical,I only get 40 mins of use out of it,,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(528) 555-0100,(528) 555-0188,contact+keithlopez@sdo.mygbiz.com,(528) 555-0199,1,,,,,,,,,"<img src=""/resource/Case_Source/email_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001IXipYAAT,,00001068,0038c00002jgbD6AAI,0018c00002GzxPzAAJ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrJAAU,New,Problem Resolved,Chatter Answers,,Want to backup data,High,How do I back up my data?,,,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(296) 555-0100,(296) 555-0188,contact+sarahjeffries@sdo.mygbiz.com,(296) 555-0199,1,,,,,,2019-09-04T21:26:00.000+0000,2019-09-04T11:26:00.000+0000,,"<img src=""/resource/Case_Source/chatter_answers_logo.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",3.33,,
5008c00001IXipZAAT,,00001069,0038c00002jgbCrAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,,0128c000002iLrJAAU,New,Problem Resolved,Phone,,Headphone's are having issues,Medium,My headphones seem to be experiencing some issues,,,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(747) 555-0100,(747) 555-0188,markmetz@mailinator.com,(747) 555-0199,1,,,,,,,,,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001IXipaAAD,,00001070,0038c00002jgbCyAAI,0018c00002GzxPUAAZ,,,01m8c000001II9NAAW,,Lauren Boyle*,lb@mailinator.com,(528) 757-6012,United Partners*,,0128c000002iLrJAAU,New,,,,Can't understand installation instructions,Medium,I am having trouble understanding the installation instructions. Can you help me get started?,,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(847) 402-1753,(310) 555-0191,wes.chopra@greendotmedia.com,,1,,,,,,,,,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001IXipbAAD,,00001071,0038c00002jgbEPAAY,0018c00002GzxPwAAJ,,,01m8c000001II9NAAW,,,,,,Installation,0128c000002iLrJAAU,New,Problem Resolved,Chatter Answers,,How do I exchange my HDMI cable?,Low,"My HDMI cable which came from the box had a big dent in it, what is the procedure to get it exchanged?",,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,,contact+banastasio@sdo.mygbiz.com,,1,,,,,,,,,"<img src=""/resource/Case_Source/chatter_answers_logo.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001IXipcAAD,,00001072,0038c00002jgbChAAI,0018c00002GzxPAAAZ,,,01m8c000001II9NAAW,,,,,,Installation,0128c000002iLrJAAU,New,Problem Resolved,Phone,,VX5 is not responding,Low,I tried to reset the device but it's still not working.,,,,,,00G8c000007zEbmEAE,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(276) 555-0197,(276) 555-0144,lauren.boyle@mailinator.com,(276) 555-0182,1,,,,,,,,,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001IXipdAAD,,00001073,0038c00002jgbCyAAI,0018c00002GzxPUAAZ,,,01m8c000001II9NAAW,,,,,,Installation,0128c000002iLrJAAU,New,Problem Resolved,Phone,,Issue with battery,Medium,Laptop is having an issue with batter overheating,,,,,,00G8c000007zEbmEAE,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(847) 402-1753,(310) 555-0191,wes.chopra@greendotmedia.com,,1,,,,,,,,,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001IXipeAAD,,00001075,0038c00002jgbChAAI,0018c00002GzxPAAAZ,5508c00000A85WuAAJ,,01m8c000001II9MAAW,,,,,,,0128c000002iLr9AAE,New,,Phone,,How do I troubleshoot my headphones?,Critical,Having trouble connecting,,,,,,0058c00000BTQK6AAP,2020-03-23T17:01:00.000+0000,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(276) 555-0197,(276) 555-0144,lauren.boyle@mailinator.com,(276) 555-0182,1,,,,,,,,,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001IXipfAAD,,00001076,0038c00002jgbCnAAI,0018c00002GzxPAAAZ,5508c00000A85WuAAJ,,01m8c000001II9MAAW,,,,,,,0128c000002iLr9AAE,New,,Phone,,How do I troubleshoot my headphones?,Critical,Having trouble connecting,,,,,,0058c00000BTQK6AAP,2020-03-23T17:08:14.000+0000,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(769) 555-0197,,mk@mailinator.com,(769) 555-0182,1,,,,,,,,,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001IXipgAAD,,00001079,0038c00002jgbEPAAY,0018c00002GzxPwAAJ,5508c00000A85WuAAJ,,01m8c000001II9MAAW,,,,,,,0128c000002iLr9AAE,New,,Phone,,How do I troubleshoot my headphones?,Critical,Having trouble connecting,,,,,,0058c00000BTQK6AAP,2020-03-23T17:11:06.000+0000,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,,contact+banastasio@sdo.mygbiz.com,,1,,,,,,,,,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001IXiphAAD,,00001078,0038c00002jgbClAAI,0018c00002GzxPAAAZ,5508c00000A85WuAAJ,,01m8c000001II9MAAW,,,,,,,0128c000002iLr9AAE,New,,Phone,,How do I troubleshoot my headphones?,Critical,Having trouble connecting,,,,,,0058c00000BTQK6AAP,2020-03-23T17:09:57.000+0000,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(274) 555-0197,,jd@mailinator.com,(274) 555-0182,1,,,,,,,,,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001IXipiAAD,,00001077,0038c00002jgbCjAAI,0018c00002GzxPAAAZ,5508c00000A85WuAAJ,,01m8c000001II9MAAW,,,,,,,0128c000002iLr9AAE,New,,Phone,,How do I troubleshoot my headphones?,Critical,Having trouble connecting,,,,,,0058c00000BTQK6AAP,2020-03-23T17:08:49.000+0000,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(422) 555-0100,(422) 555-0188,contact+bhodges@sdo.mygbiz.com,(422) 555-0199,1,,,,,,,,,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001IXipjAAD,,00001080,0038c00002jgbCuAAI,0018c00002GzxPDAAZ,5508c00000A85WuAAJ,,01m8c000001II9MAAW,,,,,,,0128c000002iLr9AAE,New,,Phone,,How do I troubleshoot my headphones?,Critical,Having trouble connecting,,,,,,0058c00000BTQK6AAP,2020-03-23T17:11:48.000+0000,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(576) 555-0100,(576) 555-0188,contact+seanmurphy@sdo.mygbiz.com,(576) 555-0199,1,,,,,,,,,"<img src=""/resource/Case_Source/phone_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
